recall_number,classification,reason_for_recall,product_description,report_date
D-1558-2012,Class II,Lack of Assurance of Sterility: Franck's Lab Inc. initiated a recall of all Sterile Human Drugs distributed between 11/21/2011 and 05/21/2012. FDA environmental sampling revealed the presence of microorganisms and fungal growth in the clean room where sterile products were prepared.,"LIDOCAINE HCL  (STERILE) 4% JELLY	120 ML  	  	  	  	  	30 ML;  	  LIDOCAINE HCL  4% SOLUTION	200 ML  	300 ML  	500 ML  	  	  	  	600 ML;  	  LIDOCAINE HCL 1% INJECTABLE	100 ML  	  	  	  	  	1000 ML  	  	  	  	  	  	  	  	  	1200 ML  	  	  	  	  	  	  	  	  	  	  	1250 ML  	  	150 ML  	  	  	  	  	1500 ML  	  	180 ML  	  	20 ML  	200 ML  	  	  	  	  	2000 ML  	240 ML  	250 ML  	  	  	  	2500 ML  	  	300 ML  	  	  	  	  	  	350 ML  	360 ML  	  	400 ML  	480 ML  	  	50 ML  	500 ML  	  	  	  	  	  	  	  	  	  	  	60 ML  	600 ML  	  	  	  	720 ML  	  	750 ML  	7500 ML  	90 ML;  LIDOCAINE HCL 10% INJECTABLE	1000 ML;  LIDOCAINE HCL IN BSS - P.F. OPHTHALMIC 1% INJECTABLE	30 ML;  LIDOCAINE HCL W/EPI (25X30ML) MDV *** 1%-1:100000 INJECTABLE	150 MLS  	180 MLS  	50 VIALS;  LIDOCAINE HCL, AQUEOUS  2% INJECTABLE	100 ML  	  	  	  	1000 ML  	  	  	120 ML  	1200 GM  	1200 ML  	  	  	  	  	  	  	  	150 ML  	  	1500 ML  	20 ML  	200 ML  	  	2000 ML  	240 ML  	250 ML  	  	  	  	  	2500 ML  	  	300 ML  	  	  	  	40 ML  	  	450 ML  	480 ML  	  	50 ML  	  	  	  	  	500 ML  	  	  	  	  	  	  	  	  	  	600 ML  	  	  	  	  	80 ML;  LIDOCAINE HCL, AQUEOUS PF 2% INJECTABLE	1200 ML  	1500 ML  	1600 ML  	200 ML  	250 ML  	50 ML  	500 ML  	600 ML  	  	  	  	900 ML;  LIDOCAINE HCL, AQUEOUS, BUFFERED, P.F. 2% INJECTABLE	1000 ML  	500 ML;  	  	  	  LIDOCAINE HCL, P.F. 0.5% INJECTABLE	1000 ML;  LIDOCAINE HCL, P.F. 1% INJECTABLE	100 ML  	  	  	12 ML  	  	  	120 ML  	  	  	  	  	  	125 ML  	150 ML  	24 ML  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	240 ML  	2500 ML  	2670 ML  	30 ML  	300 ML  	  	40 ML  	48 ML  	  	  	50 ML  	  	  	6 ML  	  	  	  	60 ML  	  	  	  	  	  	  	  	720 ML  	80 ML  	900 ML;  LIDOCAINE HCL, P.F. 4% INJECTABLE	100 ML  	1000 ML  	125 ML  	225 ML  	240 ML  	75 ML  LIDOCAINE HCL/METHYLCELLULOSE 1%/2% JELLY	2 ML;  LIDOCAINE HCL/METHYLCELLULOSE 2%/2% JELLY	1000 ML  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	1000 MLS  	12000 ML  	200 ML  	2000 ML  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	2000 MLS  	  	3000 ML  	  	  	  	  	  	  	  	  	  	  	  	  	4000 ML  	  	  	  	  	  	  	  	  	  	  	500 ML  	  	5000 ML  	  	  	  	  	  	  	6000 ML  	  	  	  	  	  	  	750 ML;  LIDOCAINE HCL/METHYLCELLULOSE 4%/2% JELLY	1000 ML;  LIDOCAINE HCL/METHYLCELLULOSE 5%/2% JELLY	1000 ML;  	  LIDOCAINE HCL/METHYLCELLULOSE 8%/2% JELLY	1000 ML  (111 DIFFERENT PRODUCTS)",20120822
D-0750-2023,Class II,Lack of Assurance of Sterility: after an FDA inspection called into question the sterility of the products intended to be sterile.,"MSA 7.84% MSG 8.56% (0.92M) Comp. Sol. 1000 ml bag, Rx only, Central Admixture Pharmacy Services, 6580 Snowdrift Road, Allentown, PA  18106, NDC 71285-8029-1, code 7128580291.",20230531
D-1060-2013,Class II,Lack of Assurance of Sterility: The pharmacy is recalling one lot of Hydroxocobalamin MDV 5mg/mL due to failed sterility results by a third party contract testing lab. Hence the sterility of the product cannot be assured.,"Hydroxocobalamin MDV 5 mg/mL (5,000 mcg/mL) Inj., 10 mL vial X 3, Eastern States Compounding Pharmacy, Littleton, NH 03561",20130925
D-373-2014,Class I,Marketed Without An Approved NDA/ANDA: FDA analysis of this product found it to contain undeclared steroids and steroid-like substances making this an unapproved new drug.,"B-50 capsules, 100-count bottles, labeled in part as Healthy Life Chemistry, By Purity First, Manufactured for: Purity First Health Products, Inc. Healthy Life Chemistry 51 Florida Street, Farmingdale, NY 11735; 1-800-696-7017",20131225
D-0880-2022,Class III,Failed Dissolution Specifications: Nitrofurantoin Capsules recalled due to dissolution failure at 0-time of the repackaged lot. Drug release results were above specification at 0-time.,"Nitrofurantoin Capsules, USP (Monohydrate/Macrocrystals), 100 mg, 100 Capsules (10 x 10), 10-count blisters per card, 10 cards per carton, Unit Dose NDC 68084-446-11, Rx Only, Distributed by: American Health Packaging, Columbus, Ohio 43217,  NDC: 68084-446-01",20220525
D-1201-2022,Class II,Lack of Assurance of Sterility,"Estradiol Cypionate 10mg/mL, a) 1mL-vial, b) 2 mL-vial, Room Temperature, Tailor Made Compounding",20220720
D-0526-2018,Class II,CGMP Deviations: Lack of stability data and controls to support the manufacturers assigned retest or expiration date in firm's container/closure system.,"Testosterone Cypionate USP (Micronized)  for prescription compounding, packaged in a)100g (NDC 58597-0078-6); b) 500g (NDC 58597-0078-7); c) 1000g (NDC 58597-0078-8), RX only, packed by American Pharmaceutical Ingredients, LLC 6650 Highland Road, Waterford, MI 48327",20180228
D-1026-2014,Class II,"Labeling: Label Mixup: TRI-BUFFERED ASPIRIN, Tablet, 325 mg may have potentially been mislabeled as the following drug:  ISOMETHEPTENE MUCATE/ DICHLORALPHENAZONE/APAP, Capsule, 65 mg/100 mg/325 mg, NDC 44183044001, Pedigree: W003596, EXP: 5/31/2014.","TRI-BUFFERED ASPIRIN, Tablet, 325 mg, Over The Counter, Distributed by: AidaPak Service, LLC, NDC 00904201559.",20140129
D-0957-2016,Class I,Presence of Particulate Matter: Confirmed customer compliants of finding an insect floating in the primary container of each product.,"0.9% Sodium Chloride Injection, USP, 250 mL VIAFLEX Plastic Container Bag, Rx Only, Manufactured by Baxter Healthcare Corporation, Deerfield, IL 60015, NDC 0338-0049-02",20160615
D-0374-2023,Class II,CGMP Deviations: recalling drug products following an FDA inspection.,"Atorvastatin Calcium Tablets USP 80 mg* Rx Only, Packaged as a) 90 Tablets NDC 16729-047-15 UPC 3 16729 04715 9; b) 500 Tablets NDC 16729-047-16 UPC 3 16729 04716 6; Manufactured for: Accord Healthcare, Inc., Durham, NC 27703 Manufactured by: Intas Pharmaceuticals Limited, Pharmez, Ahmedabad-382 213, INDIA",20230308
D-0321-2017,Class II,Lack of Assurance of Sterility,"Ultra Amino Blend (Arginine HCL 105 mg + Lysine (L) HCL 150 mg + Ornithine (L) HCL 75 mg + Glutamine (L) 75 mg/ml + Lidocaine HCL 10 mg/mL), (30 ML).  Compounded by Tri-Coast Pharmacy",20170111
D-777-2015,Class II,Penicillin Cross Contamination: All lots of all products repackaged and distributed between 01/05/12 and 02/12/15 are being recalled because they were repackaged in a facility with penicillin products without adequate separation which could introduce the potential for cross contamination with penicillin.,"Melphalan active pharmaceutical ingredient packaged in varying grams or kg in bags or drums, Attix Pharmaceuticals, 184 Front Street East, Unit 801, Toronto, Ontario M5A 4N3, Canada",20150429
D-0030-2016,Class III,Superpotent Drug: Out Of Specification (OOS) result for Assay.,"Leader Loratadine Orally Disintegrating Tablets, USP, 10 mg, 30-count tablets per box, Distributed by Cardinal Health, Dublin, OH  43017, NDC 37205-745-65, UPC 0 9629512322 7",20151021
D-0864-2023,Class II,CGMP Deviations: Firm went out of business and could no longer continue stability studies.,"Tropicamide Ophthalmic Solution, USP 0.1%, 15 mL bottles, Rx only, Distributed by: Akorn Operating Company LLC, Gurnee, IL 60031. ALL NDCs",20230607
D-0369-2020,Class II,Lack of Assurance of Sterility,"Equate Support Advanced Twin Pack  W-M item #: 567371433, Package Size: 2 x 15 mL, Distributed by: Wal-Mart Stores Inc., Bentonville, AR 72716, NDC 49035-885-49",20191127
D-0092-2020,Class II,Lack of Assurance of Sterility,"Quadmix # 19 (Prostaglandin E1-0.75 mg / Papaverine HCl-150 mg / Phentolamine Mesylate-15 mg / Atropine Sulfate Monohydrate-1.5 mg/vial), Rx Only, KRS Global Biotechnology 791 Park of Commerce Blvd, Boca Raton, FL 33487. NDC 3321678383",20191009
D-1059-2020,Class II,"CGMP Deviations: poor manufacturing practices resulted in Labeling: Incorrect or Missing Lot and/or Exp Date, product incorrectly labeled with incorrect lot and expiration date.","Theophylline (Anhydrous) Extended-Release Tablets, 400 mg, 100-count bottle, Rx Only, Manufactured by: Nostrum Laboratories, Inc., Kansas City, MO 64120, NDC 29033-001-01.",20200401
D-782-2014,Class II,"Labeling: Label Mixup: DRONEDARONE HCL, Tablet, 400 mg may be potentially as the following drug:  METHYLERGONOVINE MALEATE, Tablet, 0.2 mg, NDC 43386014028, Pedigree: AD52778_40, EXP: 5/20/2014.","DRONEDARONE HCL, Tablet, 400 mg, Rx only, Distributed by: AidaPak Service, LLC, NDC 00024414260.",20140129
D-880-2014,Class II,"Labeling: Label Mixup: NABUMETONE, Tablet, 500 mg may have potentially been mislabeled as the following drug:  guaiFENesin ER, Tablet, 600 mg, NDC 63824000834, Pedigree: AD46429_1, EXP: 5/15/2014.","NABUMETONE, Tablet, 500 mg, Rx only, Distributed by: AidaPak Service, LLC, NDC 00185014501.",20140129
D-0666-2020,Class II,Lack of sterility assurance.,BAC 160MCG/HYDROM 16MG/ML  INJ in 20 mL syringe  Assurance Infusion (713) 533-8800,20200122
D-926-2014,Class II,"Labeling: Label Mixup: ACETAMINOPHEN, CHEW Tablet, 80 mg may have potentially been mislabeled as one of the following drugs:  BENAZEPRIL HCL, Tablet, 40 mg, NDC 65162075410, Pedigree: AD49423_1, EXP: 5/16/2014;  ASCORBIC ACID, Tablet, 250 mg, NDC 00904052260, Pedigree: W003101, EXP: 6/13/2014;  OMEGA-3 FATTY ACID, Capsule, 1000 mg, NDC 40985022921, Pedigree: AD30028_1, EXP: 5/8/2014;  TACROLIMUS,","ACETAMINOPHEN, CHEW Tablet, 80 mg, Over The Counter, Distributed by: AidaPak Service, LLC, NDC 00536323307.",20140129
D-0958-2019,Class I,Microbial contamination,"NET Remedies #9 ER 911 Homeopathic Preparation, Oral Liquid, 57 mL, NDC 57955-4209-2",20190320
D-807-2014,Class II,"Labeling: Label Mixup: PHENYTOIN SODIUM ER, Capsule, 30 mg may have potentially been mislabeled as the following drug:  LITHIUM CARBONATE ER, Tablet, 450 mg, NDC 00054002025, Pedigree: W003327, EXP: 6/19/2014.","PHENYTOIN SODIUM ER, Capsule, 30 mg, Rx only, Distributed by: AidaPak Service, LLC, NDC 00071374066.",20140129
D-0427-2016,Class II,Lack of Assurance of Sterility,"Dextrose 50% Inj Sol, Rx, Western Drug Inc. 106 E. Main Street, Springerville, Arizona 85938",20151209
D-0627-2023,Class II,Lack of Assurance of Sterility,"Piperacillin and Tazobactam for Injection, USP, 3.375 grams per vial, Rx only, Mfg. for: Piramal Critical Care, Bethlehem, PA 18017, NDC 66794-217-41",20230524
D-0100-2020,Class II,Lack of Assurance of Sterility,"Sermorelin, 3 mg / GHRP-2, 3 mg / Vial, For SC Use-Lyophilized, Rx Only, KRS Global Biotechnology 791 Park of Commerce Blvd, Boca Raton, FL 33487. NDC 3321674092",20191009
D-0476-2018,Class II,CGMP Deviations: Lack of stability data and controls to support the manufacturers assigned retest or expiration date in firm's container/closure system.,"Baclofen USP (Micronized) for prescription compounding, packaged in a) 25g (NDC 58597-8004-4); b)100g (NDC 58597-8004-6); c) 500g (NDC 58597-8004-7); d) 1000g (NDC 58597-8004-8), RX only, packed by American Pharmaceutical Ingredients, 6650 Highland Road, Waterford, MI 48327.",20180228
D-162-2013,Class III,Crystallization: Recall is due to a non-characteristic gritty/sandy texture to the product which is likely due to some crystallization of the product.,"Lac-Hydrin (ammonium lactate) Lotion, 12%, packaged in 400 g bottles, Rx only, Ranbaxy, Jacksonville, FL 32257 USA, NDC 10631-098-14.",20130220
D-1132-2014,Class II,Lack of Sterility Assurance: All lots of sterile products compounded by the pharmacy that are not expired due to concerns associated with quality control procedures that present a potential risk to sterility assurance that were observed during a recent FDA inspection.,Scopolamine 0.25 opth.,20140312
D-1726-2015,Class II,Lack of Assurance of Sterility; FDA inspection identified GMP violations potentially impacting product quality and sterility,"B-Complex 100 mg/ml Injection, Sterile, Refrigerate, The Compounding Pharmacy of America, Knoxville, TN",20150923
D-0325-2021,Class III,Failed Moisture Limits: Out of specification for water content,"Metformin HCl Extended-Release Tablets, USP, 500 mg, Rx Only, 500-count bottle, Rx only, Distributed by: Sun Pharmaceutical Industries, Inc., Cranbury, NJ 08512; Manufactured by: Sun Pharmaceutical Industries Ltd., Halol-Baroda HIghway, Halol-389 350 Gujarat, India, NDC 62756-142-02.",20210414
D-0080-2022,Class III,Out-of-specification test results obtained in Organic Impurities test during analysis of controlled samples.,"Rizatriptan Benzoate Orally Disintegrating Tablets 10mg, 18 Tablets (3 x 6 Unit-Dose Tablets) Blister Packs, Rx only, Manufactured for: Macleods Pharma USA Inc. Plainsboro, NJ 08536, Manufactured by: Macleods Pharmaceuticals Ltd. Baddi, Himachal Pradesh, INDIA, NDC 33342-094-41",20211103
D-058-2013,Class I,Superpotent (Multiple Ingredient) Drug: There is the potential for oversized and superpotent tablets.,"Hydrocodone Bitartrate and Acetaminophen Tablets USP, 10 mg/500 mg, 500-count Tablets per bottle, Rx only, Manufactured By: Watson Laboratories, Inc., Corona, CA  92880 USA, NDC 00591-0540-05.",20121128
D-1023-2017,Class II,Lack of Assurance of Sterility; product has the potential to leak.,"PHENYLephrine HCl 60 mg in 0.9% Sodium Chloride 250 mL, Rx only, SCA Pharmaceuticals 8821 Knoedl Ct Little Rock, AR 72205 --- NDC# 70004-0809-40",20170802
D-218-2014,Class II,The firm received seven reports of adverse reactions in the form of skin abscesses potentially linked to compounded preservative-free methylprednisolone 80mg/ml 10 ml vials.,"Methylprednisolone 40mg w/lidocaine 1ml, Main Street Compounding Pharmacy, 126 East Main Street, Newbern, TN 38059, 888-658-6200",20131211
D-0661-2020,Class II,Failed Impurities/Degradation Specifications: High out of specification results for related compounds.,"Dutasteride Capsules, 0.5 mg, 30 Capsules (6 X 5) Unit Dose per carton, Rx Only, Manufactured for: AvKARE, Inc., Pulaski, TN 38478, NDC 50268-282-13.",20200122
D-0892-2019,Class I,Microbial contamination,"Dr. King's SafeCare Rx Neglectful, 2 fl. oz. (59 mL), King Bio, Inc., 3 Westside Drive, Asheville, NC 28806 USA, UPC 357955255024, NDC 57955-2551-2",20190320
D-471-2013,Class II,Lack of Assurance of Sterility: FDA inspection findings resulted in concerns regarding quality control processes.,"Tobramycin Opth Soln 13mg/ml, 7ml  Opthalmic Soln, 10 day expiration,",20130605
D-0067-2024,Class I,Microbial contamination of Non-Sterile Products,"ION*Sinus Spray, 1 fl oz/ 30 mL, Manufactured by: ION* Biome Charlottesville, VA",20231101
D-0486-2015,Class III,Subpotent Drug: Flurandrenolide is subpotent.,"Flurandrenolide Tape, USP, 4 mcg per sq cm, Rx Only.  Distributed By: Actavis Pharma, Inc., Parsippany, NJ 07054, Manufactured By: 3M Company, St. Paul, MN, 55144.  Labeled as A) Cordran Tape, Small Rolls, 24 in x 3 in, NDC: 52544-044-24, B) Cordran Tape, Large Rolls, 80 in x 3 in, NDC: 52544-044-80, C) Haelan Tape (Fludroxycortide), Bulk Rolls, NDC: 55515-014-00.",20150422
D-1228-2019,Class II,Lack of sterility assurance.,"Chlorothiazide 100 mg, 3.57 mL syringe, Made by: Enterprise Pharmacy, 4400 Golf Acres Drive, Bldg. J Suite E, Charlotte, NC, 28208.",20190501
D-0416-2018,Class III,"Labeling: Not Elsewhere Classified: Schedule IV controlled substance indicator of CIV being omitted  from the product carton, primary label is correct.","Klonopin (clonazepam) 0.5 mg Tablets,100-count bottle, Rx only. Made in Canada, Distributed by Genentech USA, Inc. A Member of the Roach Group, 1 DNA Way South San Francisco, CA 94080-4990. NDC 0004-0068-01",20180221
D-0118-2024,Class I,Presence of Particulate Matter: Silicone,"ELCYS (cysteine hydrochloride injection), USP, 500 mg/10mL (50 mg/mL), 10x10 mL Single Dose Sterile Vials, For Intravenous Infusion Only, Rx Only, Manufactured and Distributed by Exela Pharma Sciences, LLC, Lenoir, NC 28645, (Vial: NDC 51754-1007-1; Carton: 51754-1007-3).",20231129
D-0790-2023,Class II,CGMP Deviations: Firm went out of business and could no longer continue stability studies.,"Calcitriol Injection 1 mcg/mL, 1 mL ampules Rx Only, Distributed by: Akorn Operating Company, LLC., Gurnee, IL 60031.  ALL NDCs",20230607
D-0696-2022,Class II,cGMP deviations: all products within expiry are being recalled because the firm is discontinuing its stability study program.,"Triamcinolone Acetonide Ointment USP, 0.5%, Net Wt. 15 grams tube, Rx Only, Teligent Pharma, Inc., Buena, New Jersey 08310, NDC 52565-048-15.",20220330
D-0131-2023,Class I,Labeling mixup: cartons labeled as Daptomycin 350 mg/vial were found to contain vials of Daptomycin 500 mg per vial,"Daptomycin for Injection 350 mg/vial 1 Single-dose vial, Rx only, Manufactured for: Accord Healthcare, Inc., Durham, NC 27703 Manufactured by: Intas Pharmaceuticals Limited, Pharmez, Ahmedabad-382 213, India. NDC 16729-0434-05",20230125
D-1225-2022,Class II,Lack of Assurance of Sterility,"Semaglutide/Cyanocobalamin 5mg/0.2mg/ml, 2ml-vial,  Refrigerate, Tailor Made Compounding",20220720
D-0168-2024,Class II,CGMP Deviations: Products were exposed to temperatures outside of the products labeled storage conditions.,"ARMOUR THYROID (thyroid tablets, USP), 2 GRAIN (120 mg), 100 Tablets, Rx Only, Distributed by: Allergan US, INc., Madison, NJ 07940.  NDC: 0456-0461-01",20240103
D-0270-2016,Class II,Lack of Assurance of Sterility; The firm is recalling all sterile preparations that are within expiry due to deficient practices which may have an impact on sterility assurance.,"Morphine PF (2 mg/2 mL), 2 mL Single Use Vial, For IV or IM Administration, Rx only, Compounded by US Compounding Pharmacy, Conway, Arkansas, 72032, NDC 62295-2171-02",20151125
D-0797-2018,Class II,Lack of Processing Controls.,Tasigna Capsules 150 mg NDC 00078-0592-87 28 days supply,20180516
D-1296-2020,Class I,Presence of Particulate Matter - found in reserve sample vials at the firm.,"Ketorolac Tromethamine Injection, USP, 30 mg per mL, packaged in 1 mL Single Dose Vials (NDC 63323-162-00); 25 x 1 mL Single Dose Vials per tray (NDC 63323-162-01); For IM or IV use, Rx only, Fresenius Kabi, Lake Zurich, IL  60047.",20200617
